ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
32418,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,3.99,0.4999,5235.63,240.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,3060.0,CIB,523,EXP,65-74,to_inst,30.15320334,North,direct,0,49.0
31223,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,396500,3.875,0.4634,4367.4,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5880.0,EXP,825,EXP,65-74,to_inst,94.85645933,south,direct,0,33.0
50377,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,266500,4.25,1.4673,2542.91,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4800.0,CRIF,654,CIB,45-54,to_inst,81.25,south,direct,0,39.0
31354,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,376500,3.75,0.3547,5700.0,348.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,12120.0,CRIF,874,EXP,45-54,not_inst,92.27941176,North,direct,0,33.0
34291,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,406500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6240.0,EQUI,885,EXP,45-54,to_inst,,south,direct,1,
51018,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,606500,4.18,0.0415,161.0,360.0,not_neg,not_int,not_lpsm,1958000.0,sb,pr,home,1U,15120.0,CRIF,857,CIB,45-54,not_inst,30.97548519,North,direct,0,40.0
37699,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,156500,4.5,1.3343,3900.53,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4080.0,CRIF,773,CIB,65-74,to_inst,46.30177515,south,direct,0,32.0
26118,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,4.25,1.0457,0.0,240.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,6960.0,EXP,831,EXP,55-64,not_inst,53.36826347,North,direct,0,30.0
50428,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,446500,3.99,0.7422,4020.95,360.0,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,6660.0,EXP,549,EXP,45-54,to_inst,93.41004184,North,direct,0,49.0
25392,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,,sb,sr,home,1U,9420.0,EQUI,588,EXP,65-74,to_inst,,North,direct,1,
38936,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,556500,,,,180.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,12420.0,EQUI,798,EXP,55-64,to_inst,,North,direct,1,
36471,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,176500,4.5,1.2674,2730.38,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,7380.0,CRIF,532,CIB,25-34,not_inst,93.88297872,central,direct,0,39.0
25557,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,3.75,0.3642,7146.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,7380.0,CRIF,708,CIB,35-44,not_inst,94.14498141,North,direct,0,47.0
26295,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,346500,4.25,0.5211,2446.0,180.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,7080.0,EXP,684,CIB,45-54,to_inst,79.10958904,North,direct,0,42.0
46023,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6300.0,EQUI,771,EXP,25-34,not_inst,,south,direct,1,
36909,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,246500,3.875,-0.0188,612.0,180.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,8580.0,CRIF,646,CIB,35-44,to_inst,80.03246753,south,direct,0,47.0
30521,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,316500,,,,360.0,neg_amm,not_int,not_lpsm,518000.0,sb,ir,home,1U,9060.0,CRIF,683,EXP,55-64,to_inst,61.1003861,south,direct,1,31.0
31175,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,286500,3.625,0.4895,1607.69,180.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,8340.0,EXP,789,CIB,55-64,not_inst,43.54103343,North,direct,0,43.0
28340,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,596500,3.75,0.127,730.74,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,7800.0,CIB,764,CIB,35-44,not_inst,94.98407643,North,direct,0,31.0
40322,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,56500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,660.0,CIB,831,CIB,65-74,to_inst,27.16346154,south,direct,1,47.0
42719,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,316500,4.0,0.247,1045.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7080.0,CRIF,837,CIB,35-44,not_inst,75.71770335,North,direct,0,21.0
35357,2019,cf,Female,nopre,type1,p4,l2,nopc,nob/c,516500,4.56,0.5121,6426.25,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6660.0,CRIF,811,CIB,35-44,to_inst,82.24522293,south,direct,0,49.0
50103,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,3.625,0.0682,12654.25,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,9900.0,CRIF,663,CIB,25-34,to_inst,72.6910828,south,direct,0,34.0
45736,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1620.0,EQUI,719,EXP,35-44,to_inst,,south,direct,1,
40129,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,356500,3.5,0.0259,11470.63,300.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,6000.0,EXP,764,CIB,45-54,to_inst,41.55011655,south,direct,0,40.0
32617,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.75,0.0132,1131.8,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,6540.0,EXP,790,CIB,35-44,not_inst,90.30373832,North,direct,0,37.0
43621,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,3.99,0.2799,270.01,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,13140.0,CIB,767,EXP,35-44,not_inst,68.71468927,central,direct,0,27.0
36994,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,,,,180.0,not_neg,not_int,not_lpsm,,sb,ir,home,1U,17520.0,EQUI,612,EXP,35-44,to_inst,,south,direct,1,
41558,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,676500,5.375,0.6549,4243.75,324.0,neg_amm,not_int,not_lpsm,828000.0,sb,pr,home,1U,8700.0,CIB,539,EXP,55-64,to_inst,81.70289855,south,direct,0,44.0
46123,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,446500,,,,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7500.0,EXP,570,EXP,65-74,to_inst,106.8181818,North,direct,1,18.0
35449,2019,cf,Sex Not Available,nopre,type1,p1,l2,nopc,nob/c,96500,4.625,0.7962,1230.63,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,2520.0,CRIF,601,CIB,65-74,to_inst,89.35185185,south,direct,0,31.0
47624,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,196500,3.99,0.8152,6075.0,180.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,10440.0,EXP,688,EXP,35-44,to_inst,79.23387097,North,direct,0,27.0
25199,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,336500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7200.0,EQUI,572,EXP,45-54,to_inst,,south,direct,1,
27712,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,416500,4.625,0.2389,2652.24,360.0,neg_amm,not_int,not_lpsm,518000.0,sb,pr,home,1U,4800.0,EXP,635,CIB,45-54,not_inst,80.40540541,North,direct,0,43.0
28583,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,3.625,0.1604,0.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,15180.0,CRIF,677,EXP,45-54,not_inst,90.93886463,North,direct,0,15.0
34148,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,416500,4.75,0.2961,3750.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,6060.0,CRIF,507,CIB,45-54,to_inst,78.88257576,central,direct,0,45.0
45976,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5640.0,CRIF,756,EXP,25-34,not_inst,96.1409396,North,direct,1,37.0
27713,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4200.0,CIB,701,CIB,45-54,to_inst,67.04545455,North,direct,1,38.0
30757,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,3.99,0.7753,3972.2,180.0,not_neg,not_int,not_lpsm,218000.0,sb,sr,home,1U,10800.0,EXP,649,EXP,55-64,to_inst,62.6146789,south,direct,0,43.0
38545,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,586500,2.75,-0.1978,9362.36,180.0,neg_amm,not_int,not_lpsm,2058000.0,sb,pr,home,1U,8220.0,EXP,502,CIB,>74,to_inst,28.49854227,south,direct,0,48.0
28633,2019,ncf,Male,pre,type3,p1,l1,nopc,nob/c,136500,4.625,0.5377,4313.42,324.0,neg_amm,not_int,not_lpsm,138000.0,sb,pr,home,1U,4080.0,CRIF,619,CIB,45-54,to_inst,98.91304348,south,direct,0,27.0
26885,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,266500,4.25,0.6549,6284.38,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,3660.0,CIB,617,CIB,45-54,to_inst,72.41847826,North,direct,0,39.0
46061,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,126500,4.75,1.2711,2143.01,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,7920.0,EXP,631,CIB,35-44,to_inst,98.828125,North,direct,0,24.0
49616,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,4.0,-0.0258,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,5040.0,CIB,648,CIB,55-64,not_inst,64.26630435,North,direct,0,32.0
33018,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,386500,3.875,0.1508,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,3600.0,CRIF,655,CIB,35-44,not_inst,94.73039216,south,direct,0,46.0
40418,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,4.875,1.0003,3150.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2640.0,CRIF,542,CIB,55-64,to_inst,80.04807692,south,direct,0,37.0
33221,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,386500,,,,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7740.0,CRIF,770,CIB,55-64,to_inst,65.73129252,south,direct,1,30.0
34434,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,,,,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,4680.0,CRIF,888,EXP,45-54,to_inst,85.59027778,south,direct,1,59.0
50872,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,566500,,,,360.0,not_neg,not_int,lpsm,598000.0,sb,pr,home,1U,10020.0,EXP,827,EXP,35-44,to_inst,94.73244147,south,direct,1,36.0
42151,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,376500,4.5,0.423,3593.75,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5160.0,CIB,688,CIB,65-74,to_inst,74.11417323,North,direct,0,33.0
27652,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,376500,3.875,0.2711,1644.44,180.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,15780.0,EXP,691,CIB,35-44,not_inst,78.76569038,North,direct,0,21.0
36956,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,4.75,0.2137,0.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,8280.0,EXP,893,CIB,35-44,not_inst,82.13028169,North,direct,0,41.0
29989,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,96500,3.99,0.6077,3422.93,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,5100.0,CIB,790,EXP,35-44,to_inst,75.390625,south,direct,0,21.0
29662,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,4.75,0.4315,0.0,360.0,not_neg,int_only,not_lpsm,648000.0,sb,ir,home,1U,21180.0,CIB,659,EXP,45-54,not_inst,75.07716049,North,direct,0,45.0
25293,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,4.75,0.4465,4062.58,312.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,4260.0,CIB,519,CIB,25-34,to_inst,77.23463687,North,direct,0,30.0
25273,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,266500,3.25,0.6186,7198.44,180.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,8280.0,EXP,651,EXP,45-54,to_inst,65.31862745,North,direct,0,39.0
38693,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,176500,3.375,0.1116,3374.42,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,2520.0,EXP,580,EXP,>74,to_inst,71.16935484,south,direct,0,45.0
43697,2019,ncf,Joint,nopre,type3,p1,l1,nopc,nob/c,776500,3.625,-0.4733,0.0,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,13260.0,CIB,560,EXP,25-34,not_inst,97.30576441,central,direct,0,36.0
40167,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3.5,-0.1546,,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,3600.0,CIB,632,CIB,45-54,not_inst,47.12171053,North,direct,0,46.0
43811,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,306500,4.99,0.402,647.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,ir,home,4U,8460.0,CIB,691,EXP,55-64,not_inst,75.12254902,North,direct,0,28.0
46392,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7800.0,EQUI,861,EXP,35-44,to_inst,,south,direct,1,
42509,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,lpsm,278000.0,sb,pr,home,1U,2880.0,CRIF,541,CIB,25-34,not_inst,95.86330935,North,direct,1,61.0
30778,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,4.375,0.5611,3502.06,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,1320.0,CRIF,684,EXP,65-74,to_inst,62.6146789,North-East,direct,0,49.0
46501,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,696500,3.625,0.7284,6863.05,360.0,not_neg,not_int,not_lpsm,918000.0,sb,pr,home,1U,11220.0,CIB,574,EXP,55-64,to_inst,75.87145969,south,direct,0,43.0
50231,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,246500,4.375,0.2095,5789.06,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4620.0,EXP,557,CIB,45-54,to_inst,68.8547486,central,direct,0,33.0
27109,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.3007,4454.43,360.0,neg_amm,not_int,not_lpsm,518000.0,sb,pr,home,1U,6660.0,CRIF,679,EXP,55-64,to_inst,68.82239382,North,direct,0,45.0
48659,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,696500,3.625,-0.1599,0.0,360.0,not_neg,not_int,not_lpsm,1068000.0,sb,pr,home,1U,10320.0,EXP,781,EXP,35-44,not_inst,65.21535581,south,direct,0,30.0
32872,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,696500,4.0,0.4631,8169.6,360.0,not_neg,int_only,not_lpsm,1408000.0,sb,pr,home,1U,7320.0,CRIF,730,CIB,35-44,not_inst,49.46732955,North,direct,0,46.0
37138,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,296500,4.5,0.8898,5271.88,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,4620.0,EXP,850,EXP,65-74,to_inst,74.49748744,North,direct,0,43.0
48960,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,106500,4.625,0.963,3209.59,360.0,not_neg,int_only,not_lpsm,288000.0,sb,pr,home,1U,3480.0,CIB,754,CIB,>74,to_inst,36.97916667,central,direct,0,36.0
43392,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,486500,3.625,-0.1568,91.8,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,9000.0,CRIF,581,EXP,35-44,not_inst,75.07716049,south,direct,0,38.0
31073,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,3.99,0.7701,0.0,240.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6180.0,CIB,636,EXP,65-74,to_inst,66.92139738,south,direct,0,34.0
41433,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,76500,4.75,1.0014,2775.63,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,4500.0,CIB,771,CIB,55-64,to_inst,48.41772152,south,direct,0,29.0
29511,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,3360.0,EQUI,899,EXP,45-54,not_inst,,North,direct,1,
32488,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,4.99,1.0486,9880.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,9480.0,EXP,599,CIB,45-54,to_inst,89.44672131,North,direct,0,28.0
31341,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,396500,3.99,0.2936,2919.58,360.0,neg_amm,not_int,not_lpsm,518000.0,sb,pr,home,1U,7680.0,CIB,812,EXP,55-64,to_inst,76.54440154,south,direct,0,23.0
44944,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,256500,4.99,0.9,0.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,7140.0,CRIF,782,EXP,25-34,not_inst,86.0738255,North,direct,0,31.0
44328,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,3.25,-0.438,0.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,23580.0,CIB,677,CIB,55-64,not_inst,50.2753304,North,direct,0,40.0
38202,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,206500,3.25,-0.2538,,360.0,not_neg,not_int,lpsm,358000.0,sb,pr,home,1U,2520.0,EXP,616,CIB,55-64,to_inst,57.68156425,south,direct,0,46.0
50749,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,576500,3.75,-0.038,0.0,360.0,not_neg,not_int,not_lpsm,838000.0,sb,pr,home,1U,6180.0,CRIF,696,CIB,35-44,not_inst,68.7947494,North,direct,0,49.0
45728,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,156500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3720.0,EQUI,777,EXP,>74,to_inst,,North,direct,1,
50532,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,206500,4.125,0.707,4959.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3540.0,CRIF,830,CIB,25-34,to_inst,86.76470588,North,direct,0,42.0
42961,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,316500,3.75,0.1839,795.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,18900.0,EXP,896,EXP,55-64,to_inst,79.52261307,south,direct,0,20.0
31333,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,786500,3.375,0.3744,11952.24,180.0,not_neg,not_int,not_lpsm,1228000.0,sb,pr,home,2U,15420.0,EXP,640,EXP,45-54,not_inst,64.04723127,south,direct,0,40.0
42571,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,496500,3.5,0.9612,54.33,360.0,not_neg,int_only,not_lpsm,508000.0,sb,pr,home,1U,5760.0,CRIF,518,CIB,25-34,not_inst,97.73622047,North-East,direct,0,59.0
50585,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,3.99,1.2858,,180.0,not_neg,not_int,not_lpsm,288000.0,sb,ir,home,1U,1980.0,EXP,652,CIB,65-74,to_inst,54.34027778,south,direct,0,46.0
47015,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,5.125,0.7966,1150.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,2880.0,EXP,834,EXP,>74,to_inst,28.23660714,North,direct,0,44.0
43904,2019,cf,Sex Not Available,pre,type2,p1,l1,nopc,b/c,196500,,,,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,7800.0,EXP,798,CIB,35-44,to_inst,99.24242424,south,direct,1,36.0
30610,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,406500,4.5,0.6592,0.0,360.0,neg_amm,not_int,not_lpsm,458000.0,sb,pr,home,1U,7860.0,CRIF,783,CIB,35-44,not_inst,88.75545852,North,direct,0,48.0
29475,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,3.625,-0.0789,4993.44,180.0,neg_amm,not_int,not_lpsm,528000.0,sb,pr,home,1U,25680.0,CRIF,829,CIB,45-54,to_inst,82.67045455,south,direct,0,11.0
27708,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,186500,3.5,0.0815,5477.64,324.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4500.0,CRIF,827,EXP,65-74,to_inst,72.28682171,south,direct,0,22.0
31288,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,226500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180.0,EQUI,760,EXP,45-54,not_inst,,south,direct,1,
44743,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,726500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,13740.0,EQUI,645,EXP,55-64,not_inst,,North,direct,1,
40525,2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,606500,4.25,0.8474,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,6840.0,CRIF,653,CIB,35-44,not_inst,98.13915858,south,direct,0,57.0
46999,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,4.0,0.484,3761.1,360.0,not_neg,int_only,not_lpsm,728000.0,sb,pr,home,1U,9360.0,CIB,571,EXP,25-34,not_inst,70.9478022,North,direct,0,49.0
49813,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,,,,324.0,not_neg,int_only,not_lpsm,328000.0,sb,pr,home,1U,5040.0,EXP,626,CIB,35-44,to_inst,78.20121951,south,direct,1,38.0
34960,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,226500,4.49,1.1483,2207.64,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4560.0,CRIF,745,CIB,55-64,to_inst,84.51492537,North,direct,0,52.0
31778,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,256500,4.875,0.8086,0.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,6300.0,CIB,792,CIB,65-74,not_inst,99.41860465,North,direct,0,46.0
25010,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,246500,4.75,0.1691,1030.39,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,3240.0,EXP,883,CIB,25-34,not_inst,77.51572327,North,direct,0,40.0
50580,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,516500,3.49,0.853,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,7560.0,EXP,701,CIB,35-44,not_inst,97.8219697,south,direct,0,46.0
25398,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,566500,3.5,-0.1042,2131.24,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6000.0,CIB,731,CIB,35-44,not_inst,90.20700637,south,direct,0,49.0
46850,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,486500,4.125,0.2424,0.0,180.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,16920.0,CIB,675,EXP,35-44,not_inst,78.72168285,south,direct,0,41.0
45336,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,396500,4.99,0.568,3421.25,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5520.0,CRIF,609,CIB,35-44,to_inst,84.72222222,North,direct,0,42.0
50610,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,3.56,-0.1906,1146.5,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,5220.0,EXP,892,EXP,>74,not_inst,50.28801843,North,direct,0,43.0
31136,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,446500,4.75,0.178,0.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,5760.0,CIB,551,EXP,35-44,not_inst,99.66517857,south,direct,0,49.0
39237,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,246500,4.625,1.2046,3403.17,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3600.0,CRIF,570,CIB,65-74,to_inst,91.97761194,North,direct,0,46.0
34671,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4080.0,EQUI,634,EXP,25-34,to_inst,,North,direct,1,
25809,2019,ncf,Male,pre,type1,p3,l1,nopc,nob/c,306500,4.125,0.1033,2750.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,3120.0,CRIF,710,EXP,>74,to_inst,52.12585034,North,direct,0,54.0
30254,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,3.625,0.1109,7302.5,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,3000.0,EXP,706,CIB,45-54,not_inst,59.93723849,North,direct,0,42.0
